edad,antiguedad_anios,nivel_educacional,area,satisfaccion,renuncia
46,8.4,tecnico,Recursos Humanos,10.0,0
53,0.4,postgrado,TI,4.9,0
30,2.4,profesional,Ventas,7.5,0
31,8.9,profesional,Soporte,7.2,0
40,0.1,profesional,TI,2.8,1
30,2.0,tecnico,Recursos Humanos,1.5,0
58,9.6,postgrado,Ventas,5.9,0
47,6.1,profesional,TI,7.3,0
24,2.6,tecnico,TI,10.0,0
36,0.7,postgrado,Soporte,4.2,1
39,0.3,profesional,Soporte,9.1,0
60,2.4,tecnico,Ventas,4.4,1
31,8.8,profesional,TI,7.2,0
25,4.2,tecnico,Recursos Humanos,6.4,1
36,7.2,tecnico,Recursos Humanos,1.5,1
38,9.2,profesional,Ventas,1.7,1
45,4.1,tecnico,TI,1.2,1
51,1.9,postgrado,Soporte,4.3,1
25,5.2,postgrado,TI,7.7,0
55,9.1,tecnico,Soporte,2.6,1
57,8.0,profesional,Recursos Humanos,6.5,0
30,0.7,postgrado,Ventas,3.6,1
52,6.9,profesional,Ventas,8.2,0
43,5.7,profesional,Ventas,8.2,0
42,9.1,tecnico,Soporte,8.0,0
34,1.2,profesional,Recursos Humanos,5.7,1
46,5.3,profesional,Recursos Humanos,3.6,0
30,8.8,postgrado,Ventas,8.3,1
36,4.1,tecnico,Ventas,2.7,1
33,4.8,postgrado,Soporte,3.6,0
46,0.7,tecnico,Soporte,2.7,1
37,2.8,postgrado,TI,7.1,0
47,3.2,profesional,Soporte,7.2,0
23,9.5,profesional,TI,6.9,0
26,2.8,profesional,Ventas,4.7,1
54,4.6,tecnico,Recursos Humanos,1.9,1
28,6.7,tecnico,Soporte,9.2,0
27,1.6,tecnico,Recursos Humanos,5.6,0
36,4.9,tecnico,Soporte,4.7,0
36,7.4,tecnico,Soporte,6.3,0
52,8.7,profesional,TI,2.7,0
51,6.3,profesional,Soporte,2.2,0
27,6.7,tecnico,Ventas,4.6,0
38,1.3,postgrado,Recursos Humanos,3.0,0
57,9.5,profesional,Soporte,3.2,0
22,1.3,postgrado,Recursos Humanos,9.0,0
24,7.7,profesional,Recursos Humanos,5.8,0
32,2.6,tecnico,Recursos Humanos,5.4,0
50,9.3,profesional,Soporte,7.2,0
35,7.2,profesional,TI,9.6,0
51,7.5,tecnico,Recursos Humanos,2.0,1
41,2.2,tecnico,Recursos Humanos,8.5,0
48,4.4,tecnico,Soporte,6.3,0
41,6.2,tecnico,Soporte,2.3,0
22,7.7,profesional,Ventas,3.7,1
29,1.0,profesional,Ventas,5.3,1
40,9.6,tecnico,TI,7.2,0
35,8.9,profesional,TI,3.2,1
31,2.7,profesional,TI,5.8,0
21,8.2,tecnico,TI,7.2,0
60,5.2,tecnico,Recursos Humanos,5.0,1
43,4.6,tecnico,Soporte,8.8,0
54,3.1,tecnico,Ventas,8.8,0
49,5.8,tecnico,Recursos Humanos,5.2,0
49,7.3,tecnico,Soporte,9.8,0
54,4.1,profesional,Soporte,1.7,1
38,6.3,profesional,Recursos Humanos,1.0,0
27,7.0,tecnico,Recursos Humanos,4.4,1
45,7.1,tecnico,Ventas,6.4,0
59,0.5,profesional,TI,6.7,0
26,8.6,postgrado,TI,5.3,0
49,4.6,profesional,Ventas,2.1,1
26,2.6,profesional,Ventas,2.5,1
22,2.4,tecnico,TI,8.7,0
20,4.8,tecnico,Recursos Humanos,8.8,0
55,8.9,postgrado,TI,7.1,0
44,3.8,tecnico,Soporte,7.0,0
56,7.5,postgrado,Soporte,6.4,0
20,1.0,profesional,Ventas,2.8,1
34,4.8,profesional,TI,4.9,0
56,9.9,tecnico,TI,7.3,0
32,7.7,profesional,Soporte,5.8,0
59,2.1,profesional,TI,1.2,1
27,5.0,tecnico,Ventas,9.6,1
24,2.3,tecnico,Ventas,8.6,0
28,4.1,postgrado,Soporte,3.3,1
20,7.8,profesional,TI,6.5,0
55,7.7,profesional,TI,9.3,0
54,2.3,tecnico,Soporte,1.9,0
21,9.2,profesional,Recursos Humanos,5.5,0
59,5.9,profesional,Recursos Humanos,5.1,0
42,3.8,profesional,TI,4.7,1
28,5.0,profesional,Ventas,8.5,1
53,6.1,profesional,Recursos Humanos,4.4,1
33,5.6,profesional,TI,1.6,0
23,4.9,tecnico,Recursos Humanos,1.6,1
49,5.0,postgrado,Soporte,1.4,0
50,1.8,profesional,Recursos Humanos,4.7,1
57,8.1,tecnico,Recursos Humanos,7.5,0
30,5.4,profesional,Soporte,2.8,0
54,1.3,postgrado,Ventas,6.8,0
27,7.7,tecnico,TI,7.2,0
22,9.3,tecnico,Ventas,3.3,0
33,9.5,profesional,Ventas,6.4,0
32,3.7,tecnico,Recursos Humanos,7.2,0
51,1.4,profesional,TI,5.2,1
53,5.2,tecnico,Recursos Humanos,4.0,1
38,1.1,profesional,Soporte,6.6,1
57,9.3,tecnico,Ventas,9.8,1
35,1.8,tecnico,Ventas,4.8,1
21,2.5,postgrado,Soporte,4.5,1
59,4.1,profesional,TI,5.2,0
36,3.8,tecnico,Ventas,1.7,1
53,7.9,tecnico,Ventas,6.0,1
35,4.6,profesional,TI,4.0,0
57,1.7,profesional,Recursos Humanos,2.1,1
21,2.7,postgrado,Soporte,5.2,0
21,5.1,postgrado,TI,1.0,0
45,1.5,profesional,Soporte,4.6,1
32,6.1,profesional,Soporte,2.0,0
50,5.7,profesional,Ventas,1.2,1
53,7.1,profesional,TI,8.4,0
58,9.4,tecnico,Soporte,9.2,0
22,9.1,tecnico,Recursos Humanos,2.9,0
27,9.5,tecnico,Soporte,5.9,0
42,2.4,tecnico,Ventas,3.5,1
33,1.3,tecnico,Recursos Humanos,5.4,0
46,3.0,profesional,Recursos Humanos,4.9,0
48,9.0,profesional,TI,3.4,1
58,9.7,profesional,Recursos Humanos,7.3,0
58,8.6,tecnico,TI,2.1,1
20,1.1,tecnico,TI,1.5,0
36,9.5,profesional,Recursos Humanos,7.9,0
60,4.2,tecnico,TI,7.0,0
49,0.1,profesional,TI,5.5,0
32,4.4,postgrado,Recursos Humanos,5.2,0
40,0.5,tecnico,Ventas,5.5,1
38,5.4,tecnico,Soporte,4.9,0
38,3.4,profesional,TI,4.5,1
44,4.7,postgrado,TI,5.5,0
41,6.1,profesional,Recursos Humanos,5.8,0
50,8.7,postgrado,Soporte,7.2,0
36,6.6,tecnico,Soporte,7.4,1
42,4.3,postgrado,TI,4.4,1
51,8.2,tecnico,Recursos Humanos,4.7,0
29,9.1,tecnico,Ventas,4.4,1
29,1.2,postgrado,Soporte,5.8,0
55,5.3,postgrado,Ventas,5.1,1
27,2.8,tecnico,Recursos Humanos,9.0,0
39,0.5,tecnico,Ventas,7.3,1
51,6.7,tecnico,Recursos Humanos,9.1,0
33,8.6,tecnico,TI,7.4,0
47,1.6,tecnico,Ventas,9.7,1
43,8.1,postgrado,TI,6.7,0
34,8.5,profesional,TI,9.7,0
41,9.1,profesional,Recursos Humanos,2.4,0
49,2.7,profesional,Ventas,1.5,1
23,9.0,profesional,Soporte,6.2,0
32,3.2,profesional,Ventas,9.9,1
42,5.5,profesional,Soporte,4.8,1
27,0.5,tecnico,TI,2.9,1
37,0.4,profesional,TI,5.7,0
31,7.2,profesional,Recursos Humanos,6.8,0
50,4.4,postgrado,Soporte,3.8,1
33,2.6,postgrado,Ventas,7.4,0
53,1.9,profesional,Recursos Humanos,9.8,0
37,6.7,profesional,Recursos Humanos,9.1,0
53,0.0,tecnico,Recursos Humanos,3.6,1
30,8.1,profesional,Ventas,3.9,0
60,0.8,tecnico,Recursos Humanos,4.3,0
31,1.9,tecnico,Ventas,4.6,1
34,3.9,tecnico,Recursos Humanos,1.9,1
50,4.8,profesional,Soporte,7.9,0
48,3.5,tecnico,TI,4.3,1
45,3.2,postgrado,Soporte,8.9,0
37,9.6,tecnico,Soporte,9.3,0
51,6.4,postgrado,Recursos Humanos,1.2,0
41,0.2,profesional,Soporte,9.9,0
57,4.3,tecnico,Soporte,7.4,0
36,8.8,tecnico,Soporte,5.7,0
42,3.0,profesional,Recursos Humanos,4.5,1
43,0.9,profesional,Ventas,5.7,1
27,7.6,profesional,TI,3.9,1
60,6.1,tecnico,TI,6.6,0
25,5.7,profesional,Ventas,1.8,1
24,0.5,postgrado,Ventas,6.6,1
48,1.4,tecnico,Soporte,3.5,1
47,6.2,profesional,TI,1.2,0
30,2.1,tecnico,Ventas,6.0,0
20,5.0,profesional,Soporte,6.2,0
38,5.4,profesional,TI,4.8,0
28,2.8,tecnico,Recursos Humanos,1.7,1
46,9.5,tecnico,Recursos Humanos,9.0,0
53,8.4,tecnico,TI,6.5,0
23,7.2,profesional,TI,2.0,0
55,0.8,profesional,Recursos Humanos,5.6,0
37,1.1,postgrado,Recursos Humanos,5.5,1
34,4.9,profesional,TI,1.5,0
32,1.6,tecnico,Soporte,6.5,1
38,9.8,postgrado,Ventas,8.3,0
25,1.6,profesional,Ventas,7.7,0
31,4.9,profesional,TI,2.8,1
56,3.6,tecnico,Ventas,8.8,1
36,6.4,tecnico,Recursos Humanos,4.1,1
42,1.3,postgrado,Recursos Humanos,9.5,0
45,4.3,profesional,Ventas,1.6,0
48,2.7,tecnico,TI,5.4,0
52,8.9,profesional,Recursos Humanos,6.4,0
46,0.4,postgrado,Soporte,3.2,1
44,9.1,tecnico,Soporte,7.9,0
29,8.3,profesional,Recursos Humanos,6.6,0
42,3.0,postgrado,Recursos Humanos,1.2,0
40,7.9,tecnico,Ventas,6.5,0
40,0.3,profesional,TI,5.4,1
32,9.7,profesional,Ventas,2.8,1
56,5.3,profesional,TI,10.0,0
52,3.0,tecnico,Soporte,9.1,0
43,3.6,tecnico,Soporte,3.6,0
30,0.7,profesional,TI,5.9,1
36,9.9,tecnico,Ventas,3.8,0
23,0.4,profesional,Recursos Humanos,8.0,0
44,6.5,tecnico,TI,9.4,0
49,4.4,tecnico,Ventas,4.2,1
28,9.5,postgrado,Soporte,8.3,0
40,2.5,profesional,Recursos Humanos,5.5,0
39,5.3,postgrado,Soporte,4.6,0
38,4.8,tecnico,TI,9.4,0
38,7.0,profesional,Soporte,5.6,0
31,0.7,tecnico,Soporte,5.2,1
56,1.9,profesional,TI,7.1,0
36,2.1,profesional,Recursos Humanos,3.4,0
56,7.4,tecnico,TI,3.9,0
58,1.9,postgrado,Ventas,9.4,0
47,5.7,tecnico,TI,7.1,0
60,2.2,profesional,TI,8.4,0
54,8.6,postgrado,Recursos Humanos,3.4,0
37,9.4,postgrado,Ventas,5.9,1
33,5.2,postgrado,Soporte,9.7,0
54,3.5,tecnico,Soporte,3.9,1
60,2.3,tecnico,Soporte,2.4,0
26,0.5,tecnico,Soporte,5.6,1
60,2.7,profesional,Recursos Humanos,4.5,1
32,6.5,profesional,Ventas,2.4,1
37,5.3,tecnico,Recursos Humanos,9.0,0
56,9.4,profesional,TI,9.9,0
32,4.0,tecnico,Ventas,6.1,0
55,6.9,tecnico,Ventas,8.0,1
50,4.9,profesional,Soporte,8.7,0
21,5.1,profesional,Soporte,7.3,0
35,2.7,postgrado,Soporte,1.4,0
28,4.5,tecnico,Soporte,2.4,1
28,4.7,profesional,TI,1.6,0
57,7.1,tecnico,Soporte,1.1,0
30,9.4,tecnico,Recursos Humanos,3.8,0
41,3.3,profesional,Ventas,4.5,0
52,0.4,postgrado,TI,3.2,0
55,5.0,tecnico,TI,1.6,1
42,5.4,tecnico,Ventas,5.8,0
53,1.7,profesional,Ventas,3.5,1
28,7.6,tecnico,Ventas,8.2,0
43,9.8,postgrado,TI,1.1,1
27,9.5,profesional,Recursos Humanos,8.6,0
26,2.0,tecnico,Recursos Humanos,9.6,0
55,8.8,profesional,Ventas,7.4,0
37,7.0,profesional,TI,7.6,0
22,4.5,tecnico,Soporte,9.4,0
47,5.4,profesional,TI,2.9,0
25,8.5,tecnico,Ventas,10.0,1
40,4.8,profesional,TI,8.0,0
47,3.7,tecnico,TI,7.5,0
59,4.9,postgrado,TI,4.2,0
20,5.8,tecnico,Soporte,5.9,1
55,1.9,tecnico,Ventas,6.9,1
40,9.0,postgrado,Ventas,6.6,1
54,6.7,tecnico,Ventas,7.3,1
32,6.3,tecnico,Recursos Humanos,1.7,1
29,1.0,tecnico,Recursos Humanos,4.2,1
29,6.0,tecnico,Ventas,4.9,1
32,1.2,postgrado,TI,3.3,1
56,0.8,profesional,TI,2.6,1
57,5.3,tecnico,Ventas,2.3,0
43,4.0,profesional,Soporte,4.3,0
21,5.9,profesional,Soporte,5.4,0
41,0.9,postgrado,TI,1.6,1
36,4.3,tecnico,TI,9.5,0
55,1.7,profesional,Recursos Humanos,7.9,0
33,9.9,profesional,Soporte,7.6,0
29,5.6,profesional,TI,2.6,0
54,6.9,profesional,TI,6.4,0
44,3.3,tecnico,Ventas,5.8,0
22,0.9,profesional,Recursos Humanos,9.8,0
57,9.8,profesional,Soporte,7.7,0
36,2.9,postgrado,Soporte,6.2,0
31,4.2,tecnico,Recursos Humanos,8.7,0
43,6.5,profesional,TI,2.4,1
48,0.2,postgrado,Soporte,1.1,1
44,8.1,profesional,Soporte,7.2,0
55,5.4,postgrado,Soporte,1.9,0
45,2.8,postgrado,Ventas,2.0,1
57,0.6,tecnico,Recursos Humanos,7.7,0
20,1.6,profesional,Soporte,3.4,1
39,9.0,tecnico,Recursos Humanos,6.7,0
47,6.9,profesional,TI,9.3,0
35,2.5,tecnico,Recursos Humanos,3.8,0
36,0.7,profesional,Ventas,3.0,1
59,6.9,profesional,Ventas,2.0,0
47,5.7,profesional,Recursos Humanos,2.2,0
31,4.0,tecnico,Ventas,1.6,1
46,3.6,postgrado,Soporte,1.8,1
49,2.2,tecnico,Ventas,4.9,1
60,6.7,tecnico,TI,3.9,1
53,9.7,tecnico,Recursos Humanos,7.4,0
56,1.8,postgrado,Recursos Humanos,8.8,0
25,6.0,postgrado,TI,8.1,0
26,4.2,profesional,TI,5.8,0
51,4.5,postgrado,TI,1.9,0
51,2.5,tecnico,TI,7.4,0
44,8.3,postgrado,Soporte,4.3,0
52,4.9,tecnico,Ventas,1.8,1
26,5.4,tecnico,Ventas,8.6,0
31,3.0,tecnico,Soporte,4.0,1
35,1.8,profesional,TI,3.0,0
35,0.9,profesional,Recursos Humanos,8.8,1
55,7.1,tecnico,Recursos Humanos,9.1,0
32,2.0,postgrado,Recursos Humanos,4.1,1
26,6.9,profesional,TI,4.2,0
55,3.9,tecnico,Soporte,6.2,0
28,4.2,profesional,Soporte,7.6,0
51,4.7,profesional,Soporte,1.6,0
30,3.7,postgrado,Ventas,6.3,0
27,1.0,profesional,Ventas,9.6,1
52,3.1,profesional,Ventas,3.4,1
42,6.6,tecnico,Ventas,9.2,0
44,6.7,profesional,Recursos Humanos,9.6,0
27,2.9,postgrado,Recursos Humanos,3.4,0
41,4.6,tecnico,Soporte,7.8,0
23,1.9,postgrado,Ventas,3.1,1
59,2.1,profesional,Soporte,7.6,0
22,0.2,tecnico,TI,8.2,0
48,9.0,postgrado,Ventas,3.2,0
60,2.1,profesional,Ventas,7.4,1
48,2.3,tecnico,Soporte,8.3,0
53,2.8,tecnico,Soporte,4.2,0
53,1.3,tecnico,TI,2.5,1
47,6.4,postgrado,Soporte,1.8,0
32,0.8,profesional,Ventas,6.2,1
34,1.3,postgrado,Recursos Humanos,9.8,0
42,6.4,tecnico,TI,8.4,1
45,3.4,tecnico,TI,4.9,0
23,7.1,tecnico,Ventas,5.8,1
45,5.6,profesional,Recursos Humanos,3.5,0
59,2.6,postgrado,Soporte,2.5,1
28,6.5,profesional,Soporte,5.3,0
24,1.2,tecnico,Recursos Humanos,5.2,1
51,5.4,postgrado,Recursos Humanos,5.7,0
39,4.4,profesional,Ventas,9.6,1
30,2.7,tecnico,Soporte,6.4,0
34,6.0,postgrado,Ventas,6.5,0
51,8.7,tecnico,Soporte,2.2,0
47,10.0,tecnico,Soporte,10.0,0
41,6.1,tecnico,Recursos Humanos,8.0,0
60,4.0,profesional,Ventas,8.9,1
36,2.3,profesional,Recursos Humanos,4.7,1
45,2.6,tecnico,Ventas,5.5,1
26,4.8,tecnico,Soporte,5.7,0
45,3.7,profesional,TI,2.7,1
44,9.1,postgrado,TI,7.2,0
29,3.7,profesional,Ventas,9.1,1
38,3.7,tecnico,Ventas,2.5,1
30,3.8,tecnico,Recursos Humanos,1.8,1
32,8.4,tecnico,Soporte,7.6,0
27,6.5,tecnico,TI,3.5,0
59,6.1,profesional,Recursos Humanos,6.6,0
23,3.3,profesional,Ventas,7.3,0
50,8.2,profesional,Soporte,3.9,0
47,0.4,profesional,Recursos Humanos,8.3,0
30,8.7,tecnico,Recursos Humanos,5.9,0
20,5.1,tecnico,Ventas,8.8,0
57,4.0,profesional,Soporte,7.9,0
43,5.0,tecnico,TI,8.8,0
50,6.7,tecnico,Recursos Humanos,1.2,0
60,0.1,tecnico,Ventas,3.2,1
45,8.7,tecnico,Recursos Humanos,1.8,1
24,4.5,tecnico,Ventas,5.0,0
39,3.4,postgrado,Ventas,9.0,0
60,1.4,postgrado,Ventas,5.2,1
30,4.4,tecnico,Soporte,8.6,0
52,5.0,tecnico,TI,3.9,1
57,4.0,profesional,Soporte,4.1,0
46,6.8,tecnico,TI,9.1,0
53,4.2,tecnico,Ventas,4.8,1
34,9.6,tecnico,TI,8.1,0
51,6.0,tecnico,Soporte,3.1,1
40,8.1,profesional,Recursos Humanos,9.5,0
24,1.1,postgrado,Soporte,6.2,0
25,4.0,tecnico,Soporte,7.8,0
57,3.4,tecnico,Soporte,1.8,1
41,5.7,tecnico,Soporte,5.4,0
37,8.6,tecnico,Soporte,9.1,0
33,0.8,postgrado,TI,8.9,0
29,0.7,profesional,TI,1.4,0
32,8.5,profesional,Recursos Humanos,3.7,1
50,2.1,profesional,Soporte,5.0,0
49,6.7,postgrado,Soporte,2.6,1
22,5.4,postgrado,Recursos Humanos,7.6,0
49,8.3,tecnico,Recursos Humanos,2.7,0
25,1.3,tecnico,Ventas,4.1,1
48,1.3,profesional,Recursos Humanos,7.0,1
27,5.6,tecnico,Recursos Humanos,5.3,0
52,9.5,postgrado,Recursos Humanos,7.6,0
36,4.1,profesional,Ventas,9.7,0
30,3.3,postgrado,TI,2.0,0
32,6.1,tecnico,Ventas,7.4,0
30,9.3,postgrado,TI,3.1,0
50,8.4,tecnico,Recursos Humanos,4.7,1
47,10.0,postgrado,Ventas,1.3,1
25,0.2,tecnico,Ventas,2.2,1
60,1.1,profesional,TI,3.9,1
35,6.1,profesional,Ventas,4.1,1
23,8.2,profesional,Ventas,9.1,0
54,2.9,profesional,Soporte,7.7,0
45,2.4,postgrado,TI,9.7,0
31,7.9,profesional,Ventas,6.4,1
30,0.6,profesional,Ventas,3.2,1
56,3.7,tecnico,Recursos Humanos,3.9,0
44,5.1,postgrado,Soporte,3.9,0
37,5.6,profesional,Soporte,3.9,1
38,7.3,profesional,Recursos Humanos,7.1,0
42,3.5,tecnico,Recursos Humanos,5.8,0
57,6.1,profesional,Recursos Humanos,4.5,0
37,5.9,tecnico,Recursos Humanos,2.3,0
45,5.5,tecnico,Soporte,1.2,1
25,6.4,profesional,Ventas,3.0,1
23,2.6,tecnico,Ventas,2.0,1
48,0.8,tecnico,Recursos Humanos,8.1,0
53,1.2,profesional,TI,2.0,1
36,2.2,tecnico,Recursos Humanos,7.5,0
35,5.0,tecnico,Ventas,4.5,0
21,8.4,tecnico,TI,1.7,1
53,7.0,profesional,Recursos Humanos,8.3,0
27,7.9,profesional,TI,6.2,0
32,3.5,profesional,Recursos Humanos,3.1,0
27,4.0,tecnico,Soporte,9.1,0
49,3.9,tecnico,Ventas,1.4,0
51,1.9,tecnico,Recursos Humanos,2.8,0
55,0.6,profesional,TI,7.8,0
49,5.9,postgrado,Ventas,7.4,0
20,9.9,tecnico,Recursos Humanos,3.6,0
58,1.7,tecnico,Recursos Humanos,1.6,1
36,0.5,tecnico,Recursos Humanos,8.7,0
39,7.8,profesional,Recursos Humanos,3.8,0
43,2.5,profesional,Soporte,2.8,0
41,8.3,profesional,Ventas,5.6,0
48,7.0,postgrado,Soporte,9.2,0
41,9.5,profesional,Ventas,1.4,1
28,4.1,tecnico,Recursos Humanos,7.9,0
56,6.6,tecnico,Ventas,6.2,0
29,4.6,profesional,TI,4.8,0
55,6.3,profesional,Ventas,7.7,1
56,4.5,profesional,TI,9.7,0
47,1.9,profesional,TI,3.1,0
47,5.1,profesional,Soporte,2.3,0
40,5.3,postgrado,Ventas,9.2,0
43,8.1,profesional,Recursos Humanos,7.0,0
59,7.4,profesional,Ventas,4.9,1
21,6.6,tecnico,Soporte,6.2,0
27,1.1,profesional,TI,7.7,1
46,7.2,postgrado,TI,8.0,0
41,5.0,tecnico,Soporte,9.3,0
56,8.9,profesional,Soporte,4.8,0
46,9.2,profesional,Ventas,3.6,1
48,0.6,tecnico,TI,6.8,1
22,8.2,profesional,Soporte,4.7,1
32,0.4,tecnico,Ventas,6.4,1
29,3.7,postgrado,Ventas,4.8,1
55,5.4,postgrado,Recursos Humanos,2.4,0
28,1.5,tecnico,TI,5.2,1
46,7.5,tecnico,Ventas,7.2,0
53,0.1,profesional,Soporte,8.2,1
20,1.7,tecnico,TI,5.4,0
51,5.8,tecnico,Soporte,2.5,1
44,7.1,profesional,Soporte,4.7,0
48,9.2,tecnico,Ventas,8.1,0
26,7.1,tecnico,Ventas,4.7,1
22,6.7,postgrado,Recursos Humanos,7.3,0
39,3.9,postgrado,Soporte,5.6,0
39,0.0,profesional,Ventas,3.2,1
49,1.2,postgrado,Recursos Humanos,8.2,1
54,5.3,tecnico,TI,1.8,1
54,6.8,tecnico,Recursos Humanos,5.7,0
58,4.2,tecnico,Recursos Humanos,2.9,1
46,7.3,profesional,Soporte,1.6,0
45,5.2,postgrado,TI,5.5,0
33,0.7,profesional,Soporte,5.5,0
36,1.9,postgrado,Soporte,7.4,0
37,8.4,profesional,Recursos Humanos,7.7,0
48,7.2,tecnico,Recursos Humanos,7.6,0
39,8.9,profesional,Ventas,4.7,1
46,1.2,tecnico,Recursos Humanos,6.7,0
37,9.9,tecnico,Ventas,6.2,0
23,2.1,profesional,Soporte,4.8,0
20,0.1,profesional,Recursos Humanos,6.4,1
20,10.0,profesional,TI,9.5,0
45,2.8,profesional,TI,2.7,1
39,6.7,tecnico,Soporte,9.2,0
42,1.8,profesional,Soporte,1.5,0
29,5.8,profesional,Recursos Humanos,3.8,1
30,9.0,tecnico,Ventas,3.6,1
60,3.2,postgrado,Recursos Humanos,6.6,0
60,6.7,profesional,Ventas,2.2,0
24,1.9,profesional,Recursos Humanos,8.9,0
20,6.2,postgrado,TI,8.5,0
36,3.4,postgrado,TI,6.9,0
41,2.1,postgrado,Ventas,5.1,0
53,3.1,tecnico,Recursos Humanos,9.4,0
60,1.8,tecnico,Soporte,8.5,0
48,9.0,tecnico,Ventas,5.5,0
23,4.0,tecnico,TI,7.3,0
24,2.5,postgrado,Ventas,6.1,0
30,4.5,profesional,Recursos Humanos,6.3,0
40,3.2,tecnico,Soporte,4.0,0
54,7.4,tecnico,Soporte,5.2,0
31,9.7,tecnico,Ventas,1.7,1
45,4.4,profesional,Recursos Humanos,4.2,0
38,8.6,profesional,Recursos Humanos,7.3,0
26,5.7,postgrado,Soporte,9.6,0
26,1.6,postgrado,TI,9.7,1
45,6.9,tecnico,Recursos Humanos,6.0,0
59,5.1,tecnico,Soporte,6.5,0
24,6.5,tecnico,Soporte,2.7,1
40,8.9,tecnico,Recursos Humanos,7.3,1
33,4.4,postgrado,Recursos Humanos,1.6,0
23,9.0,profesional,Ventas,3.6,1
42,7.5,profesional,TI,7.0,0
39,4.9,profesional,Ventas,3.8,1
34,6.0,tecnico,Ventas,1.4,0
48,3.3,tecnico,Soporte,8.5,0
27,9.8,profesional,Soporte,3.8,1
60,6.7,profesional,TI,1.6,0
38,0.4,tecnico,Ventas,1.7,1
58,3.3,profesional,Ventas,3.3,1
47,6.2,postgrado,Soporte,2.6,1
46,0.6,profesional,Soporte,8.0,0
23,0.2,profesional,Recursos Humanos,3.9,0
34,4.5,profesional,Ventas,8.2,0
54,3.3,profesional,TI,2.6,1
56,4.4,profesional,Ventas,5.4,0
20,2.6,postgrado,Soporte,7.2,0
22,1.6,tecnico,Recursos Humanos,6.9,0
43,6.9,profesional,Ventas,6.4,0
46,5.1,tecnico,TI,9.3,0
59,2.0,tecnico,Soporte,3.1,1
55,3.2,profesional,Recursos Humanos,5.4,0
53,5.9,postgrado,Ventas,9.0,0
48,0.7,tecnico,TI,1.7,1
43,1.5,tecnico,Soporte,1.5,1
43,0.7,tecnico,TI,3.1,0
23,8.1,profesional,Ventas,6.7,1
22,7.5,tecnico,Soporte,3.3,1
53,7.5,tecnico,Ventas,2.7,0
42,7.2,profesional,Recursos Humanos,5.1,0
42,6.7,tecnico,Ventas,6.5,0
24,4.8,profesional,Recursos Humanos,3.2,1
50,6.4,profesional,Ventas,3.7,1
60,0.4,tecnico,TI,6.5,0
25,6.2,profesional,TI,9.5,0
56,7.8,profesional,Soporte,7.1,0
29,5.0,profesional,TI,8.0,0
59,3.6,profesional,TI,4.3,1
26,2.8,tecnico,Recursos Humanos,3.5,1
58,6.4,postgrado,TI,5.1,0
57,6.9,profesional,Recursos Humanos,8.3,0
40,8.7,tecnico,Recursos Humanos,5.1,1
39,3.4,tecnico,Recursos Humanos,8.6,0
22,7.7,tecnico,Ventas,9.9,0
41,5.6,tecnico,Recursos Humanos,1.6,0
23,8.8,profesional,Ventas,1.4,1
47,5.3,tecnico,Recursos Humanos,2.3,0
31,5.2,tecnico,Ventas,4.5,1
57,5.8,profesional,Soporte,2.2,1
55,7.5,tecnico,Soporte,8.8,1
60,9.6,profesional,Ventas,1.2,0
24,0.7,profesional,Soporte,3.8,1
32,0.5,tecnico,TI,2.7,1
42,9.4,profesional,Recursos Humanos,9.4,0
49,5.3,profesional,Ventas,7.0,0
56,6.1,tecnico,Soporte,9.2,0
44,4.8,tecnico,Soporte,9.8,0
46,0.9,profesional,TI,5.5,0
33,7.7,postgrado,Recursos Humanos,3.1,0
55,7.5,profesional,TI,2.7,1
58,3.1,tecnico,Ventas,3.0,1
35,3.1,profesional,Soporte,7.4,0
41,8.4,profesional,Soporte,1.4,0
40,0.7,profesional,Soporte,1.5,0
40,8.8,profesional,TI,6.5,0
27,2.6,profesional,TI,6.8,0
35,5.9,postgrado,Recursos Humanos,7.0,0
50,9.4,profesional,Ventas,4.3,1
29,6.8,profesional,Recursos Humanos,8.3,0
51,4.1,tecnico,Recursos Humanos,5.8,0
53,6.9,postgrado,Soporte,1.9,0
28,3.4,postgrado,TI,8.2,0
36,2.8,tecnico,Ventas,9.6,1
30,10.0,profesional,Recursos Humanos,1.5,0
51,7.5,tecnico,Ventas,4.5,1
29,6.4,profesional,Soporte,5.4,0
41,3.6,profesional,Recursos Humanos,2.3,0
36,0.5,tecnico,TI,8.8,0
23,0.3,postgrado,Recursos Humanos,3.6,1
44,5.5,tecnico,Soporte,8.0,0
40,7.6,profesional,Recursos Humanos,7.0,0
56,5.4,profesional,Soporte,6.4,0
57,8.4,tecnico,Recursos Humanos,2.7,1
20,0.3,tecnico,Ventas,3.0,1
44,3.7,tecnico,TI,1.4,0
55,2.4,profesional,Soporte,3.2,0
36,4.5,profesional,Ventas,4.1,1
60,0.7,tecnico,Soporte,8.5,0
43,9.5,tecnico,Recursos Humanos,4.3,0
21,2.2,tecnico,Soporte,7.8,0
59,9.2,profesional,Soporte,5.0,0
34,4.3,profesional,TI,8.1,0
51,9.9,tecnico,Ventas,9.8,0
58,5.5,profesional,Recursos Humanos,3.2,1
25,9.3,tecnico,TI,8.8,1
20,0.1,postgrado,Soporte,6.6,0
42,7.5,postgrado,TI,8.4,0
58,9.0,profesional,Soporte,6.9,0
36,1.4,postgrado,Recursos Humanos,4.8,0
